date,tinbet-Amazonas,isPartial,tinbet-Apurímac,tinbet-Arequipa,tinbet-Ayacucho,tinbet-Cajamarca,tinbet-Callao,tinbet-Cuzco,tinbet-Departamento de Lima,tinbet-Huancavelica,tinbet-Huánuco,tinbet-Ica,tinbet-Junín,tinbet-La Libertad,tinbet-Lambayeque,tinbet-Loreto,tinbet-Madre de Dios,tinbet-Moquegua,tinbet-Pasco,tinbet-Piura,tinbet-Puno,tinbet-San Martín,tinbet-Tacna,tinbet-Tumbes,tinbet-Ucayali,tinbet-Áncash
2023-10-22,0,False,0,0,0,40,62,0,0,0,45,42,56,58,28,48,0,0,0,0,0,37,0,0,55,0
2023-10-29,0,False,0,0,0,38,71,0,100,0,37,51,51,54,0,51,0,0,0,0,0,30,0,0,48,0
2023-11-05,0,False,0,0,42,45,59,64,0,0,31,0,52,39,0,0,0,0,0,0,0,35,0,0,60,0
2023-11-12,0,False,0,0,43,28,43,0,0,0,32,0,43,31,0,40,0,0,0,0,0,46,0,0,0,0
2023-11-19,41,False,0,0,0,30,56,0,0,0,44,35,44,53,0,54,0,0,0,0,0,30,0,0,50,0
2023-11-26,38,False,0,0,0,45,45,0,0,0,0,45,38,40,0,28,0,0,0,0,0,23,0,0,0,0
2023-12-03,0,False,0,0,0,35,46,72,57,0,0,32,31,40,0,0,0,0,0,0,0,23,0,0,0,0
2023-12-10,0,False,0,92,0,52,57,0,0,0,0,54,33,29,0,30,0,0,0,0,0,21,0,0,33,0
2023-12-17,0,False,0,0,0,54,33,0,0,0,33,0,26,30,0,0,0,0,0,0,0,43,0,0,40,0
2023-12-24,0,False,0,0,0,0,54,0,0,0,0,0,33,29,0,0,0,0,0,0,0,0,0,0,46,0
2023-12-31,0,False,0,0,0,40,58,0,0,0,0,0,34,41,0,40,0,0,0,0,0,0,0,0,43,0
2024-01-07,0,False,0,0,0,47,36,0,0,0,0,0,39,48,0,0,0,0,0,0,0,20,0,0,48,0
2024-01-14,0,False,0,0,0,38,61,59,0,0,0,0,36,36,0,0,0,0,0,0,0,32,0,0,51,0
2024-01-21,0,False,0,0,50,0,55,0,0,0,32,0,47,43,0,0,0,0,0,0,0,0,0,0,39,0
2024-01-28,0,False,0,0,0,0,0,0,0,0,0,0,28,24,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-04,0,False,0,0,0,0,43,0,0,0,0,0,40,37,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-11,0,False,0,0,59,0,37,0,0,0,0,0,40,29,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-18,0,False,0,0,67,0,41,0,0,0,33,0,33,28,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-25,0,False,0,0,52,0,34,0,0,0,0,0,26,25,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-03,0,False,0,0,0,0,59,0,0,0,0,0,40,0,0,57,0,0,0,0,0,0,0,0,0,0
2024-03-10,0,False,0,0,55,0,59,0,0,0,32,0,33,0,0,0,0,0,0,0,0,0,0,0,38,0
2024-03-17,0,False,0,0,0,0,47,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-24,0,False,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-31,0,False,0,0,0,32,61,0,0,100,34,0,25,21,0,28,0,0,0,0,0,23,0,0,37,0
2024-04-07,0,False,0,0,0,0,46,0,0,0,0,0,22,17,0,0,0,0,0,0,0,16,0,0,0,0
2024-04-14,0,False,0,0,0,49,53,0,0,0,27,46,33,0,0,0,0,0,0,0,0,17,0,0,0,0
2024-04-21,0,False,0,0,0,0,48,0,0,0,0,0,18,18,0,35,0,0,0,0,0,0,0,0,0,0
2024-04-28,0,False,0,0,0,39,46,0,0,0,0,0,16,0,0,0,0,0,0,0,0,17,0,0,0,0
2024-05-05,0,False,0,0,48,35,33,0,0,0,0,0,20,24,0,0,0,0,0,0,0,0,0,0,49,0
2024-05-12,0,False,0,0,0,0,34,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-19,0,False,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-26,0,False,0,0,0,0,0,0,0,0,0,0,24,18,0,0,0,0,0,0,0,0,0,0,41,0
2024-06-02,0,False,0,0,3,3,35,0,3,0,35,4,5,3,0,1,0,0,0,0,0,2,0,0,0,0
2024-06-09,4,False,100,19,22,16,30,8,14,4,14,18,22,12,5,13,8,13,0,10,10,9,0,3,14,12
2024-06-16,5,True,79,20,24,24,43,14,16,4,25,23,38,18,6,19,9,15,0,15,9,15,0,4,25,18
