date,apuestas deportivas-Amazonas,isPartial,apuestas deportivas-Apurímac,apuestas deportivas-Arequipa,apuestas deportivas-Ayacucho,apuestas deportivas-Cajamarca,apuestas deportivas-Callao,apuestas deportivas-Cuzco,apuestas deportivas-Departamento de Lima,apuestas deportivas-Huancavelica,apuestas deportivas-Huánuco,apuestas deportivas-Ica,apuestas deportivas-Junín,apuestas deportivas-La Libertad,apuestas deportivas-Lambayeque,apuestas deportivas-Loreto,apuestas deportivas-Madre de Dios,apuestas deportivas-Moquegua,apuestas deportivas-Pasco,apuestas deportivas-Piura,apuestas deportivas-Puno,apuestas deportivas-San Martín,apuestas deportivas-Tacna,apuestas deportivas-Tumbes,apuestas deportivas-Ucayali,apuestas deportivas-Áncash
2023-10-01,0,False,0,0,0,0,21,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-08,0,False,0,39,0,56,28,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,46
2023-10-15,0,False,0,0,100,43,34,0,0,0,0,0,0,39,49,0,0,0,0,0,0,0,0,0,0,0
2023-10-22,0,False,0,0,0,0,31,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-29,0,False,0,0,0,0,24,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,54
2023-11-05,0,False,0,0,0,0,37,0,0,0,0,0,50,35,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-12,0,False,0,0,0,0,22,0,0,0,0,0,0,29,0,82,0,0,0,0,0,0,0,0,0,0
2023-11-19,0,False,0,0,0,0,25,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-26,0,False,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-03,0,False,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-10,0,False,0,0,0,0,0,0,0,97,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-17,0,False,0,40,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,47
2023-12-24,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-31,0,False,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-07,0,False,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-14,0,False,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-21,0,False,0,0,0,0,41,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-28,0,False,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-04,0,False,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-11,0,False,0,0,0,0,36,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-18,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-25,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-03,69,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
2024-03-10,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-17,71,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-24,0,False,0,0,0,0,0,0,0,0,0,0,0,32,72,0,0,0,0,0,0,0,0,0,0,0
2024-03-31,0,False,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-07,0,False,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,43,0,0,0,0,0,0
2024-04-14,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-21,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-28,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-05,0,False,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-12,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-19,0,False,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0
2024-05-26,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-02,0,False,0,2,0,2,2,0,3,0,0,2,0,3,3,0,0,0,0,3,0,0,0,0,0,2
2024-06-09,3,False,9,14,13,13,12,4,12,7,7,8,9,12,19,15,0,0,0,14,5,7,43,84,3,10
2024-06-16,3,True,9,29,20,25,20,10,23,5,11,17,23,24,37,19,100,100,100,29,18,16,100,100,5,18
